collision,num_safety_violations,unsafe_lane_change_attempts,lane_change_executed,final_lane,min_distance_front,mean_speed,total_reward,method,scenario,seed
False,52,0,True,1,11.133181698947567,15.559333333333386,-119.91999999999845,Safety-filtered,blocked_by_front,38
False,41,0,True,1,11.427369005054707,15.727333333333384,-1.5049999999984962,Safety-filtered,blocked_by_front,39
False,44,0,True,1,5.507395695497763,13.747000000000003,-85.68999999999994,Safety-filtered,blocked_by_front,40
False,46,0,True,1,4.562997027858941,13.254166666666666,-121.52499999999992,Safety-filtered,blocked_by_front,41
False,41,0,True,1,11.174366436361446,15.156000000000047,-18.744999999998598,Safety-filtered,blocked_by_front,42
False,39,0,True,1,11.76834325501246,15.30700000000005,6.435000000001551,Safety-filtered,blocked_by_front,43
False,44,0,True,1,5.632272313058564,13.874000000000006,-81.87999999999988,Safety-filtered,blocked_by_front,44
False,42,0,True,1,5.807227651510459,14.14083333333334,-53.324999999999875,Safety-filtered,blocked_by_front,45
False,42,0,True,1,11.334311191375164,14.895666666666711,-37.479999999998626,Safety-filtered,blocked_by_front,46
False,49,0,True,1,10.99461486827007,15.598000000000047,-87.98499999999856,Safety-filtered,blocked_by_front,47
False,45,0,True,1,11.055323801664514,15.075000000000045,-62.774999999998606,Safety-filtered,blocked_by_front,48
False,42,0,True,1,11.146352081564203,15.314333333333382,-24.3199999999986,Safety-filtered,blocked_by_front,49
