reached_target,travel_time,collision,safety_violations,too_far_steps,cut_in_happened,cut_in_time,min_front_distance,mean_front_distance,mean_speed,total_reward,mean_abs_acceleration,seed,method,scenario
True,202.8,False,23,91,True,52.7,8.723305785626849,23.292648951563827,19.728582459572642,3947.431669593838,0.7780673266683532,22,Baseline,normal
True,196.5,False,31,196,True,54.6,9.275304538415185,38.69138809091023,20.35789923510399,3709.920960857902,0.8770444261765643,23,Baseline,normal
True,199.70000000000002,False,20,199,True,52.5,10.34873009008993,35.997719682101945,20.038297742655285,3885.9449360324506,0.6707342109224014,24,Baseline,normal
True,197.9,False,25,163,True,51.1,10.94053066583956,30.813050718278113,20.220332238627815,3899.993950552752,0.6221974256309385,25,Baseline,normal
True,202.10000000000002,False,0,214,True,64.5,11.404036306856597,40.017178140179716,19.79538850478201,4000.811725897901,0.8126989642683718,26,Baseline,normal
False,53.300000000000004,True,8,0,True,52.5,1.9467799131073207,20.61542082937184,20.198266768560618,-56.424329708685434,0.6121668631812002,27,Baseline,normal
True,203.3,False,10,96,True,52.800000000000004,12.341024660848916,24.753411762719367,19.678928410495136,4069.0105213543948,0.6700674267561612,28,Baseline,normal
True,203.0,False,31,49,True,51.400000000000006,3.6927567237523817,20.882087445290672,19.705461429884192,3894.445072163415,0.750753742875603,29,Baseline,normal
True,201.5,False,0,205,True,60.400000000000006,11.26815548543027,37.761715426355785,19.851944619382223,4031.882330186605,0.761990538966396,30,Baseline,normal
True,194.10000000000002,False,30,215,True,48.6,8.928440697492192,39.678162448626836,20.61030331998318,3732.0256624674453,0.7208147553778251,31,Baseline,normal
True,196.9,False,34,155,True,49.900000000000006,7.145762318699553,29.626906037424114,20.324478411960143,3815.9548621094314,0.5855618799863257,32,Baseline,normal
True,202.3,False,32,93,True,49.7,3.3968268899325267,22.031727139438924,19.77514078228504,3811.106097623362,0.8528799958834613,33,Baseline,normal
True,201.8,False,38,151,True,49.800000000000004,9.711127017980061,28.63778243786273,19.824189374854168,3706.209164016934,0.7829272063723391,34,Baseline,normal
True,206.10000000000002,False,0,26,True,53.400000000000006,11.848346278234203,20.420400043447046,19.414213450129292,4267.065208199063,0.6869596032554999,35,Baseline,normal
True,203.9,False,29,74,True,52.6,6.332585661404664,21.09488230785769,19.624889594451655,3896.137297403705,0.7488490941044416,36,Baseline,normal
